,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
52020,2021-08-10 01:14:19.000000,85000024904,,APOTHIC INFERNO,00085000024904,TURNING LEAF CABERNET SAUV 750 ML,NEED TO INSPECT
52095,2021-08-10 01:53:53.000000,00016571952846,00016571952822,TR ICE C 12/16 CAFF ORANGE,00016571952846,SPARKLING ICE ORANGE PASSIONFRUIT 12/16OZ CANS,NEED TO INSPECT
52148,2021-08-10 01:42:07.000000,00070310700518,00080432802533,SEAG ST DAQRI 24/11.2OZ NR,00080432802533,SEAGRAMS ESCAPES STRAWBERRY DAIQUIRI MALT BEVERAGE 1 CT 11 OZ LONG NECK BOTTLE 11.2 OZ,NEED TO INSPECT
52277,2021-08-10 01:06:59.000000,082000792574,082000792574,SM SELTZER RED WHT & BRRY 2/12PK CAN 12OZ,00082000792574,SMIRNOFF SELTZER CHERRY CITRUS & BLUE RASPBERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
52320,2021-08-10 01:20:09.000000,00090478230047,00090478321004,JARRITOS B 24/11.16 SAN,00090478321004,SANGRIA SEÑORIAL 11.6OZ,NEED TO INSPECT
52360,2021-08-10 01:13:58.000000,00635985100508,00635985260394,MIK WHT MANGO 12-19.2 CAN,00635985260394,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
52379,2021-08-10 01:28:46.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
52397,2021-08-10 01:11:56.000000,00632565000050,00632565000029,FIJI 12 LOOSE 1.0 L,00632565000029,FIJI NATURAL ARTESIAN WATER 1 LITER,NEED TO INSPECT
52467,2021-08-10 01:37:49.000000,635985257158,635985060642,MIKE TANG/LEM 12 OZ NR 4/6,00635985060642,MIKES HARD BLACK RASPBERRY LEMONADE MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
52468,2021-08-10 01:37:49.000000,635985257158,635985060642,MIKE TANG/LEM 12 OZ NR 4/6,00635985257158,MIKES HARD BLACK RASPBERRY LEMONADE MALT BEVERAGE 24 CT 11 OZ LONG NECK BTL IN BOX 268.8 OZ,NEED TO INSPECT
52479,2021-08-10 01:05:47.000000,00704361990122,00704361990122,GL IRISH ALE 2/12 PK NR,00704361990122,GREAT LAKES SEASONAL BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
52506,2021-08-10 01:10:41.000000,00078000012194,00078000012194,7-UP P4/6/16.9 REGULAR,00078000012194,7UP SODA 4/6/500 ML PLASTIC BOTTLES,NEED TO INSPECT
52509,2021-08-10 01:37:37.000000,00704361021116,00704361200245,GL ED FITZ 4/6 PK NR,00704361021116,GREAT LAKES EDMUND FITZGERALD PORTER 4/6/12OZ BOTTLES,NEED TO INSPECT
52581,2021-08-10 01:21:15.000000,080660956152,080660956152,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
52582,2021-08-10 01:16:12.000000,082488127509,082488127004,BECKS NA 4/6 LN 24/12,00082488127509,HAAKE BECK NA MALT BEVERAGE 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
52583,2021-08-10 01:16:12.000000,082488127509,082488127004,BECKS NA 4/6 LN 24/12,00082488127004,HAAKE BECK NA MALT BEVERAGE 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
52595,2021-08-10 01:23:33.000000,786162010001,,20Z PT 12LS_VW PWR C,00786162010001,VITAMIN WATER DRINK 12/20OZ PET,NEED TO INSPECT
52613,2021-08-10 01:38:30.000000,018200000430,018200219863,BUD LIGHT 25OZ CAN 5 X 3PK,00018200000430,NATURAL LIGHT BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
52625,2021-08-10 01:06:53.000000,00078000052459,00078000052459,A&W 1L P 15/1L ROOTBE,00078000052459,A&W ROOT BEER SODA 15/1L PET,NEED TO INSPECT
52670,2021-08-10 01:10:07.000000,85200005796,,SEAGLASS P GRIS,00085200005796,SUTTER HM SV BL SAV BL/FME BL 1.5 LTR,NEED TO INSPECT
52682,2021-08-10 01:13:42.000000,10082100737861,00082100737864,12/500 VND WH ZIN,00082100737864,VENDANGE WHITE ZINFANDEL(TETRA) 12/500ML,NEED TO INSPECT
52683,2021-08-10 01:13:42.000000,10082100737861,00082100737864,12/500 VND WH ZIN,10082100737861,VENDANGE 4 WHITE ZINFANDEL TETRA 12/500ML,NEED TO INSPECT
52696,2021-08-10 01:07:43.000000,085200105823,085200005796,SEAGLASS PINOT GRIGIO 12/750,00085200005796,SUTTER HM SV BL SAV BL/FME BL 1.5 LTR,NEED TO INSPECT
52724,2021-08-10 01:12:55.000000,087692919186,087692919186,SA SEAS (SP) - COLD SNAP 5.2 GAL KEG,00087692919186,SAMUEL ADAMS KEG 1/6 BBL SAMUEL ADAMS ALL FESTIVAL BEER FEST,NEED TO INSPECT
52737,2021-08-10 01:13:06.000000,00078250006110,00078250006103,MBC STEEL SPIK 12-24 CAN,00078250006103,STEEL RESERVE 211 ALLOY SERIES SPIKED PUNCH MALT BEVERAGE 1 CT 24 OZ CAN 24 OZ,NEED TO INSPECT
52747,2021-08-10 01:30:16.000000,034100001858,078000020403,TAHITIAN TREAT 24/20 PET,00034100001858,MICKEYS MALT LIQUOR MALT LIQUOR 1 CT 40 OZ GLASS BOTTLE 40 OZ,NEED TO INSPECT
52801,2021-08-10 01:22:53.000000,00611269991246,00611269991000,RB 8.4Z SINGLE,00611269991246,RED BULL - BEVERAGE ENERGY DRINK 8.4OZ TRAY,NEED TO INSPECT
52825,2021-08-10 01:01:29.000000,085246139431,085246139431,MAKERS MARK BOURBON 90 750ML,00085246139431,MMK BBN 750X6 45%  W/FLASK VAP,NEED TO INSPECT
52869,2021-08-10 01:21:07.000000,00754527010706,00754527010706,NB V VD HOPPY C24 12OZ 12P,00754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
52937,2021-08-10 01:36:36.000000,00087692752318,00087692752318,TWI 1/2 & 1/2 12-24 CAN,00087692752318,TWISTED TEA CAN 24OZ TWISTED TEA HALF & HALF,NEED TO INSPECT
52943,2021-08-10 01:22:23.000000,00611269283112,00611269283105,RB PEACH 12Z SINGLES,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
52948,2021-08-10 01:35:40.000000,602755006599,060275500659,FW 805 18/12CN,00602755006599,FIRESTONE 805 ALE BEER 18 CT 12 OZ CAN IN BOX 216 OZ,NEED TO INSPECT
52965,2021-08-10 01:07:33.000000,00754527009946,00754527009946,NB VD CPTN DYN C24 12OZ 6P,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
52974,2021-08-10 01:39:17.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
52975,2021-08-10 01:39:17.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
52997,2021-08-10 01:02:18.000000,00018200961199,00018200189920,PLAT          2/12 NR,00018200189920,BUD LIGHT PLATINUM LAGER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
52998,2021-08-10 01:02:18.000000,00018200961199,00018200189920,PLAT          2/12 NR,00018200961199,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
53014,2021-08-10 01:35:39.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
53015,2021-08-10 01:35:39.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
53064,2021-08-10 01:46:53.000000,00858945005020,00858945005020,LOST FORTY HONEY 4/6/12 C,00858945005020,LOVE HONEY BOCK 6 PACK 12 OZ CANS,NEED TO INSPECT
53102,2021-08-10 01:42:34.000000,00865198000030,00865198000023,WYND ORIG CIDR 12OZ 4/6 CANS,00865198000030,HARD CIDER CASE OF 12 OZ BOTTLES,NEED TO INSPECT
53109,2021-08-10 01:59:40.000000,00034100570231,034100570231,LITE ALUM PINT 2/9PK   16OZ,00034100570231,MILLER LITE BEER 9 CT 16 OZ ALUMINUM BOTTL IN BX 144 OZ,NEED TO INSPECT
53124,2021-08-10 01:57:59.000000,00631234300026,00631234300026,SWT 420 4/6 LNNR 12OZ,00631234300026,SWEETWATER 420 EXTRA PALE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
53134,2021-08-10 01:54:31.000000,00631234332140,00631234332126,SWT G13 4/6 LNNR 12OZ,00631234332126,SWEETWATER 420 STRAIN G13 IPA BEER 6 CT 12 OZ LONG NECK BOTTLE CARTON 72 OZ,NEED TO INSPECT
53192,2021-08-10 01:46:31.000000,062067051463,00012354081840,750ML  LINDEMANS BIN 65 CHARD   19,00062067051463,LABATT BLUE BEER 30 CT 12 OZ CAN IN BOX 360 OZ,NEED TO INSPECT
53263,2021-08-10 01:00:09.000000,00611269283112,00611269283105,RB PEACH 12Z SINGLES,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
53264,2021-08-10 01:15:57.000000,818094002080,123179,16OZ CN RKSTR RECVRY 1/24,00818094002080,ROCKSTAR ENERGY RECOVERY LEMONADE 24/16OZ CAN,NEED TO INSPECT
53306,2021-08-10 01:21:52.000000,00611269917475,00611269818994,RB 12Z SINGLES,00611269917475,RED BULL - BEVERAGE ENERGY DRINK 12OZ TRAY,NEED TO INSPECT
53345,2021-08-10 01:19:00.000000,18158500007,18158500007,CASE   RAHR UGLY PUG   CANS  12 OZ,00181585000071,RAHR & SONS BREWING CO. UGLY PUG 6-PACK,NEED TO INSPECT
53401,2021-08-10 01:28:14.000000,018200283147,001820020011,MUL 3/8/16 ALNR,00018200283147,MICHELOB ULTRA BEER 8 CT 16 OZ ALUMINUM BOTTLE IN CARTON 128 OZ,NEED TO INSPECT
53447,2021-08-10 01:53:45.000000,81582901006,81582901006,4/6/11.2NR AMERICAN VINTAGE CAYMAN JACK,00815829010068,CAYMAN JACK MARGARITA 4/6/11.2 OZ BOTTLE,NEED TO INSPECT
53519,2021-08-10 01:46:34.000000,00754527004200,00754527004217,NB VOODOO IMP 6PK NR 12OZ,00754527004200,NEW BELGIUM VOODOO RANGER IMPERIAL IPA 4/6/12OZ BOTTLES,NEED TO INSPECT
53520,2021-08-10 01:46:34.000000,00754527004200,00754527004217,NB VOODOO IMP 6PK NR 12OZ,00754527004217,NEW BELGIUM VOODOO RANGER IMPERIAL IPA 4/6/12OZ BOTTLES,NEED TO INSPECT
53552,2021-08-10 01:42:21.000000,00630832424646,00630832123044,RA AXIS IPA 4/6/12 CN,00630832424646,REAL ALE RABC TRAY,NEED TO INSPECT
53607,2021-08-10 01:54:48.000000,00018200964367,00018200129896,ULTRA PPEAR 4/6LN,00018200129896,MICHELOB ULTRA LIME CACTUS BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
53608,2021-08-10 01:54:48.000000,00018200964367,00018200129896,ULTRA PPEAR 4/6LN,00018200964367,MICHELOB ULTRA LIME CACTUS BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
53659,2021-08-10 01:43:23.000000,080432802540,080432802540,SEAG STRW DAIQ 6/4PK BTL 11.2OZ,00080432802540,SEAGRAMS ESCAPES STRAWBERRY DAIQUIRI MALT BEVERAGE 4 CT 11 OZ LONG NECK BOTTLE CARTON 44.8 OZ,NEED TO INSPECT
53719,2021-08-10 01:28:47.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
53772,2021-08-10 01:14:19.000000,00085200104482,00085200104482,24/187 SUTTER HOME ROSE           RO,00085200104482,SUTTER HOME CALIFORNIA ROSE 6/4/187ML PLASTIC BOTTLES PET,NEED TO INSPECT
53797,2021-08-10 01:08:43.000000,099988671098,099988071089,FOLIE A DEUX MERLOT ALEXANDER VALLEY 12/750,00099988071089,MENAGE A TROIS ROSE 750 ML,NEED TO INSPECT
53810,2021-08-10 01:13:52.000000,00736920113901,00736920113895,GI GREEN LINE 4/6/12 BTL,00736920113901,GOOSE ISLAND 312 URBAN PALE ALE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
53820,2021-08-10 01:01:35.000000,754527009946,754527009946,NB VDR CAPTAIN DYNAMITE 4/6/12 CN,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
53908,2021-08-10 01:28:45.000000,00602755006278,00602755006261,805 BREWING B 4/6 BLONDE,00602755006261,FIRESTONE WALKER 805 BLONDE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
53941,2021-08-10 01:34:41.000000,00018200958755,00018200255052,RITA STRAW 15/25 CN,00018200958755,BUD LIGHT LIME STRAW BER RITA MALT BEVERAGE 15 CT 25 OZ CAN IN BOX 375 OZ,NEED TO INSPECT
53945,2021-08-10 01:25:30.000000,,00853478001167,IND NAILED IT TRAY,00853478001167,SEASONAL CAN SIX PACK,NEED TO INSPECT
53964,2021-08-10 01:21:29.000000,00723830014060,00723830014060,LAG L SUMPN C24 12OZ 6P,00723830014060,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
53967,2021-08-10 01:12:04.000000,00684746800355,00684746800423,JB PEACH 24/200 ML,00684746800355,JOHNY BOOTLEGGER PEACH 6.8OZ,NEED TO INSPECT
53969,2021-08-10 01:20:43.000000,00611269213843,00611269212457,RB KIWI TWIST 12Z SINGLES,00611269213843,RED BULL - BEVERAGE GREEN EDITION 12OZ TRAY,NEED TO INSPECT
54164,2021-08-10 01:44:43.000000,00083820071535,00083820071528,GUI SMITHWICKS 4-6-11.2 BTL,00083820071535,SMITHWICKS IRISH ALE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
54165,2021-08-10 01:44:43.000000,00083820071535,00083820071528,GUI SMITHWICKS 4-6-11.2 BTL,00083820071528,SMITHWICKS IRISH ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
54205,2021-08-10 01:46:03.000000,00631234400054,00631234400030,SWEET IPA 4/6/12 LNNR,00631234400030,SWEETWATER INDIA PALE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
54319,2021-08-10 01:10:13.000000,00863408000122,00863408000122,SUNRIVER C 4/6/12 VCMOS,00863408000122,VICIOUS MOSQUITO IPA 12OZ CAN,NEED TO INSPECT
54345,2021-08-10 01:13:07.000000,00857021004148,00857021004148,AVID B 12/22 ORNGCR,00857021004148,ATLAS HARD CIDER COMPANY SEASONAL/RESERVE,NEED TO INSPECT
54354,2021-08-10 01:30:22.000000,,034100000455,OE 800 1/12/42OZ PET,00034100000455,OLDE ENGLISH HG800 BEER 1 CT 40 OZ GLASS BOTTLE 40 OZ,NEED TO INSPECT
54372,2021-08-10 01:15:50.000000,018200960314,018200209932,RITA STRAW 6% 8OZ2/,00018200960314,BUD LIGHT LIME STRAW BER RITA MALT BEVERAGE 24 CT 8 OZ CAN IN BOX 192 OZ,NEED TO INSPECT
54373,2021-08-10 01:15:50.000000,018200960314,018200209932,RITA STRAW 6% 8OZ2/,00018200209932,BUD LIGHT LIME STRAW BER RITA MALT BEVERAGE 12 CT 8 OZ CAN IN BOX 96 OZ,NEED TO INSPECT
54418,2021-08-10 01:08:47.000000,00078000152104,00078000152104,C DRY CUBE C 24/12 GINGER,00078000152104,CANADA DRY GINGER ALE SODA 24/12OZ CAN,NEED TO INSPECT
54448,2021-08-10 01:29:21.000000,00082000778356,00082000732143,SM FLAVORS 4/6 WILD GRAPE,00082000778356,SMIRNOFF ICE GRAPE 4/6/11.2 OZ BOTTLE,NEED TO INSPECT
54462,2021-08-10 01:21:33.000000,00723830014060,00723830014060,LAG L SUMPN C24 12OZ 6P,00723830014060,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
54494,2021-08-10 01:07:16.000000,00083783228236,00083783228229,SN WANDERLAND B24 12OZ 6P,00083783228229,SIERRA NEVADA SEASONAL BEER 6 CT 12 OZ GLASS BOTTLE IN CRTN 72 OZ,NEED TO INSPECT
54517,2021-08-10 01:12:24.000000,00652682012262,00652682012262,3F GUMBALL C24 12OZ 12P,00652682012262,THREE FLOYDS GUMBALLHEAD WHEAT ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
54529,2021-08-10 01:26:08.000000,818032020275,,BOSQUE PICKLE DOWN 12OZ 4/6P CN,00818032020275,JETTY JACK AMBER - 6-PACK BOX,NEED TO INSPECT
54606,2021-08-10 01:56:54.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
54624,2021-08-10 01:44:22.000000,00863408000191,00863408000191,SUNRIVER C 6/4/16 COCOA,00863408000191,COCOA COW CHOCOLATE MILK STOUT 16OZ CAN,NEED TO INSPECT
54631,2021-08-10 01:47:11.000000,00863408000160,00863408000160,SUNRIVER C 4/6/12 RIPPN,00863408000160,RIPPIN NORTHWEST ALE 12OZ CAN,NEED TO INSPECT
54639,2021-08-10 01:45:14.000000,034100003760,034100003760,LITE ALUMITEK 24PK LOOSE,00034100003760,MILLER LITE BEER 1 CT 16 OZ ALUMINUM BOTTLE 16 OZ,NEED TO INSPECT
54651,2021-08-10 01:51:22.000000,899539000458,899539000458,TERRAPIN UP-HI IPA 4/6 24/12 CAN,00899539000458,HI-5 CASE,NEED TO INSPECT
54696,2021-08-10 01:45:39.000000,00858945005020,00858945005020,LOST FORTY HONEY 4/6/12 C,00858945005020,LOVE HONEY BOCK 6 PACK 12 OZ CANS,NEED TO INSPECT
54730,2021-08-10 01:47:27.000000,814891020487,814891020487,OLD NATION BOSS TWEED 6/4C/16OZ,00814891020487,BOSS TWEED DOUBLE IPA OLD NATION,NEED TO INSPECT
54752,2021-08-10 01:59:21.000000,08500001681,08500001681,CAMARENA TEQUILA   SILVER  LT,00085000016817,FAMILIA CMR SLV IM TEQ WHITE 1.0 LTR,NEED TO INSPECT
54758,2021-08-10 01:42:25.000000,00635985025993,00635985025986,MIK WHT LIME 4-6-12 CAN,00635985025986,WHITE CLAW HARD SELTZER NATURAL LIME MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
54806,2021-08-10 01:33:53.000000,00018200961199,00018200189920,BL PLAT       2/12 LNNR %,00018200189920,BUD LIGHT PLATINUM LAGER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
54807,2021-08-10 01:33:53.000000,00018200961199,00018200189920,BL PLAT       2/12 LNNR %,00018200961199,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
54808,2021-08-10 01:24:37.000000,00855059003003,00855059003003,LC            MINERS 4/6%,00855059003003,MINERS GOLD - HEFEWEIZEN WHEAT ALE,NEED TO INSPECT
54833,2021-08-10 01:00:07.000000,018200958458,018200255328,MANG-O-RITA 24/16 6/4 CN,00018200255328,BUD LIGHT LIME MANG O RITA MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
54877,2021-08-10 01:03:11.000000,08068600120,,JIM BEAM BOURBON,00080686001201,TEQUILA SAUZA SILVER 6X100 38Âº IN BD RWK,NEED TO INSPECT
54915,2021-08-10 01:09:19.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
54924,2021-08-10 01:12:56.000000,00078000033328,00078000033328,C DRY C 2/12PK BOLD GINGERALE,00078000033328,CANADA DRY BOLD SODA 2/12/12OZ CANS,NEED TO INSPECT
54995,2021-08-10 01:02:46.000000,085246139462,085246139462,MAKERS MARK BOURBON 90 200ML,00085246139462,MMK BBN 200X24 45% JP,NEED TO INSPECT
55035,2021-08-10 01:22:09.000000,00631234400054,00631234400030,SWEET IPA NR 4/6/12,00631234400030,SWEETWATER INDIA PALE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
55058,2021-08-10 01:00:50.000000,00080660953199,00080660953151,CON PACIFICO 2-12-12 BTL,00080660953199,PACIFICO CLARA BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
55077,2021-08-10 01:19:27.000000,73604000082,73604000082,MICHAELS IRISH CREAM  LT,00736040000822,LAMBARDI BRUNELLO DI MONTALCINO RED WINE 750ML,NEED TO INSPECT
55086,2021-08-10 01:06:42.000000,070310014837,070310014837,SEAG SPKD JMH 12/23.5 CN,00070310014837,SEAGRAMS ESCAPES SPIKED JAMAICAN ME HAPPY MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,NEED TO INSPECT
55143,2021-08-10 01:23:18.000000,,00855623002159,IRON HORSE C 4/6 IRISH,00855623002159,IRISH DEATH 12OZ 6-PACK QUILTERS 6 PACK CANS,NEED TO INSPECT
55201,2021-08-10 01:36:30.000000,,00078000053401,DIET A & W PET 24/20,00078000053401,A&W DIET ROOT BEER SODA 24/20OZ PLASTIC BOTTLES,NEED TO INSPECT
55209,2021-08-10 01:24:45.000000,080660957852,080660957852,NEGRA MODELO 12 OZ NR 4/6,00080660957852,MODELO NEGRA BEER 6 CT 12 OZ GLASS BOTTLE IN CRTN 72 OZ,NEED TO INSPECT
55249,2021-08-10 01:47:11.000000,,00864451000305,WW RASP BURST 24/12 4/6 CN,00864451000305,WICKED WEED BREWING BURST 6PACK WRAP 12OZ CAN,NEED TO INSPECT
55286,2021-08-10 01:40:34.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
55332,2021-08-10 01:45:31.000000,083120000075,083120000068,OAK LEAF WH ZIN,00083120000075,FRANZIA ZINFANDEL 5 LTR+,NEED TO INSPECT
55477,2021-08-10 01:50:11.000000,00852847007090,00852847007090,PLATFORM HAZE JUDE 6 CANS,00852847007090,CRYO EEPA 12 OZ CAN,NEED TO INSPECT
55480,2021-08-10 01:43:35.000000,85606500204,85606500204,DEEP EDDY VODKA  LT,00856065002042,DE SPIRITS LLC 1L BOTTLE - DEV,NEED TO INSPECT
55498,2021-08-10 01:44:40.000000,071990301255,071990301255,2/12/8CN COORS LIGHT MINI,00071990301255,COORS LIGHT BEER 12 CT 8 OZ CAN IN BOX 96 OZ,NEED TO INSPECT
55551,2021-08-10 01:42:38.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
55552,2021-08-10 01:42:38.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
55556,2021-08-10 01:54:38.000000,00088573800036,00088573800029,SHI BIRTHDAY 4-6-12 BTL,00088573800029,SHINER SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
55557,2021-08-10 01:54:38.000000,00088573800036,00088573800029,SHI BIRTHDAY 4-6-12 BTL,00088573800036,SHINER SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
55655,2021-08-10 01:53:57.000000,085000024905,085000024904,APOTHIC INFERNO 12/750,00085000024904,TURNING LEAF CABERNET SAUV 750 ML,NEED TO INSPECT
55661,2021-08-10 01:43:30.000000,00087692004974,00087692004974,SEAS SA CS    SAM76 2/12CN,00087692004974,SAMUEL ADAMS WRAP 12X12OZ CAN SAMUEL ADAMS WICKED EASY,NEED TO INSPECT
55677,2021-08-10 01:53:12.000000,00087692300519,00087692300502,ADAMS COLD SNP 12 OZ NR 4/6,00087692300502,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS SEASONAL,NEED TO INSPECT
55768,2021-08-10 01:20:57.000000,786162150004,,20Z PT 12LS_VW XXX,00786162150004,GLACEAU VITAMINWATER XXX 12/20OZ PET,NEED TO INSPECT
55842,2021-08-10 01:31:42.000000,,00859681004803,CRUX FERMENT C 6/4/16 SHAKE,00859681004803,SHAKESIDE STOUT 4-PACK 16OZ CANS,NEED TO INSPECT
56080,2021-08-10 01:36:20.000000,00071439000466,00071439348063,ROCK          12 NR 4/6 LN,00071439000466,ROLLING ROCK EXTRA PALE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
56081,2021-08-10 01:36:20.000000,00071439000466,00071439348063,ROCK          12 NR 4/6 LN,00071439348063,ROLLING ROCK EXTRA PALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
56100,2021-08-10 01:12:25.000000,859515003071,859515003071,CIGAR CITY CCB MIXED PACK 12 PK CAN,00859515003071,MIXED CASE 12 PACK (JAI ALAI GUAYABERA FLORIDA CRACKER SPACE POPE),NEED TO INSPECT
56133,2021-08-10 01:22:21.000000,08858662184,08858662184,CSM JO RIES 750ML,00088586621840,CHATEAU STE MICHELLE RIESLING VINTAGE SELECT COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
56192,2021-08-10 01:08:48.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
56193,2021-08-10 01:08:48.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
56201,2021-08-10 01:21:04.000000,00754527010706,00754527010706,NB V VD HOPPY C24 12OZ 12P,00754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
