,DISTRIBUTOR_FDC_ID,DISTRIBUTOR_FTS_ID,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
42176,95,95,2021-08-10 01:12:24.000000,00652682012262,00652682012262,3F GUMBALL C24 12OZ 12P,00652682012262,THREE FLOYDS GUMBALLHEAD WHEAT ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
42188,17431,17431,2021-08-10 01:26:08.000000,818032020275,,BOSQUE PICKLE DOWN 12OZ 4/6P CN,00818032020275,JETTY JACK AMBER - 6-PACK BOX,NEED TO INSPECT
42228,12750,12750,2021-08-10 01:52:33.000000,00810631030242,00810631030266,EXILE DANKELOPE 6NR,00810631030242,DANKALOPE CASE 12OZ BOTTLES,NEED TO INSPECT
42356,12750,12750,2021-08-10 01:23:57.000000,00850992005022,00850992005015,EXILE RUTHIE 6PK BTL,00850992005022,RUTHIE CASE 12 OZ BOTTLES,NEED TO INSPECT
42392,14999,14999,2021-08-10 01:06:09.000000,00078000152104,00078000152104,C DRY CUBE C 24/12 GINGER,00078000152104,CANADA DRY GINGER ALE SODA 24/12OZ CAN,NEED TO INSPECT
42484,6218027,144834,2021-08-10 01:53:57.000000,00754527009946,00754527009946,NB VOO HIPLANE 4/6/12Z CAN,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
42486,17759,17759,2021-08-10 01:47:09.000000,602755006278,060275500626,FIRE 805 4/6 NR 24/12,00602755006278,FIRESTONE WALKER BREWING 805 BLONDE ALE 4/6/12OZ BOTTLES,NEED TO INSPECT
42497,8670,8670,2021-08-10 01:46:58.000000,00858945005358,00858945005358,LOST FORTY RODEO 4/6/12 C,00858945005358,2ND RODEO 6 PACK 12 OZ CANS,NEED TO INSPECT
42506,68061,68061,2021-08-10 01:47:36.000000,00611269917475,00611269818994,RB 12Z SINGLES,00611269917475,RED BULL - BEVERAGE ENERGY DRINK 12OZ TRAY,NEED TO INSPECT
42512,4082,4082,2021-08-10 01:48:22.000000,850598008564,850598008564,KAR CRAWFORD BOCK 4/6 CN 12OZ,00850598008564,ASTROS BEER PROJECT 6PK,NEED TO INSPECT
42525,14091,14091,2021-08-10 01:42:27.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800071,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
42526,14091,14091,2021-08-10 01:42:27.000000,00635985800071,00635985800064,MIK WHTCLW VP2 2-12-12 CAN,00635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
42533,14091,14091,2021-08-10 01:50:02.000000,00726959913498,00726959913481,BVD QK STR LEM 4-6-12 CAN,00726959913481,BOULEVARD QUIRK SPIKED & SPARKLING SELTZER STRAWBERRY LEMON & BASIL MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
42570,7211,7211,2021-08-10 01:58:54.000000,018200000430,018200219863,BUD LIGHT 25OZ CAN 5 X 3PK,00018200000430,NATURAL LIGHT BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
42573,14623,14623,2021-08-10 01:56:12.000000,083804047211,008380404721,12/750 COOKS,00083804047211,COOK'S CALIFORNIA CHAMPAGNE BRUT WHITE SPARKLING WINE 750ML,NEED TO INSPECT
42597,16832,16832,2021-08-10 01:51:26.000000,00853759000667,00853759000278,S/T 2X IPA 12 OZ NR 4/6,00853759000278,SOUTHERN TIER 2XIPA BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
42637,17658,17658,2021-08-10 01:09:20.000000,080660957883,080660957876,NEGRA MODELO 12OZ NR 2/12,00080660957883,MODELO NEGRA BEER 24 CT 12 OZ GLASS BOTTLE IN BOX 288 OZ,NEED TO INSPECT
42664,14778,14778,2021-08-10 01:47:33.000000,631234100039,631234300026,SW 420 4/6 LNNR,00631234100039,SWEETWATER 420 EXTRA PALE ALE BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
42665,14778,14778,2021-08-10 01:47:33.000000,631234100039,631234300026,SW 420 4/6 LNNR,00631234300026,SWEETWATER 420 EXTRA PALE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
42721,44218,44218,2021-08-10 01:51:29.000000,00754527010249,00754527010249,NB MTN TIME 2/12/12 CAN,00754527010249,NEW BELGIUM MOUNTAIN TIME PREMIUM LAGER BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
42742,10000,10000,2021-08-10 01:51:46.000000,00635985260479,00635985260448,WC HRD RUBY GF C12 19.2OZ,00635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
42751,20,20,2021-08-10 01:40:27.000000,00070310700518,00080432802533,SEAG ST DAQRI 24/11.2OZ NR,00080432802533,SEAGRAMS ESCAPES STRAWBERRY DAIQUIRI MALT BEVERAGE 1 CT 11 OZ LONG NECK BOTTLE 11.2 OZ,NEED TO INSPECT
42800,12312,12312,2021-08-10 01:46:26.000000,00851787002523,00851787002523,BACK FORTY TS HNY 4/6/12,00851787002523,TRUCK STOP HONEY BROWN ALE 12 OUNCE CAN PACKAGE,NEED TO INSPECT
42806,13017,13017,2021-08-10 01:55:44.000000,00631234300026,00631234300026,SWT 420 4/6 LNNR 12OZ,00631234300026,SWEETWATER 420 EXTRA PALE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
42829,27,27,2021-08-10 01:40:37.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
42840,10099,10099,2021-08-10 01:46:24.000000,087692011071,087692011033,S ADAMS COLD SNAP 2/12 12 OZ NR,00087692011071,SAMUEL ADAMS TRAY 2X12PK BOTTLES SAMUEL ADAMS SEASONAL,NEED TO INSPECT
42855,1546,1546,2021-08-10 01:40:10.000000,022100000742,022100000742,PBR 16OZ 4-6PK CN,00022100000742,PABST BLUE RIBBON BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
43073,6679006,143532,2021-08-10 01:59:03.000000,00652682012262,00652682012262,3F GUMBALL C24 12OZ 12P,00652682012262,THREE FLOYDS GUMBALLHEAD WHEAT ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
43075,10000,10000,2021-08-10 01:40:20.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
43081,22488,22488,2021-08-10 01:45:03.000000,00018200110368,00018200008344,BUD 4/6/12 BT,00018200008344,BUDWEISER BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
43082,22488,22488,2021-08-10 01:45:03.000000,00018200110368,00018200008344,BUD 4/6/12 BT,00018200110368,BUDWEISER BEER 24 CT 12 OZ LONG NECK BOTTLE 288 OZ,NEED TO INSPECT
43086,7982,7982,2021-08-10 01:45:05.000000,00018200110368,00018200008344,BUD 4/6/12 BT,00018200008344,BUDWEISER BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
43087,7982,7982,2021-08-10 01:45:05.000000,00018200110368,00018200008344,BUD 4/6/12 BT,00018200110368,BUDWEISER BEER 24 CT 12 OZ LONG NECK BOTTLE 288 OZ,NEED TO INSPECT
43088,3076686,113899,2021-08-10 01:54:39.000000,876063002011,109763,14OZ PL MM CHOC 1/12,00876063002011,CYTOSPORT MUSCLE MILK CHOCOLATE DRINK 12/14OZ PET,NEED TO INSPECT
43123,14910,14910,2021-08-10 01:50:24.000000,00034100571528,00034100571528,LITE       KEG  1/2 KEG,00034100571528,MILLER LITE BEER 1 CT 1984 OZ KEG 1984 OZ,NEED TO INSPECT
43126,14623,14623,2021-08-10 01:52:14.000000,089121288122,008912128812,12/750 J.LOHR 18 CAB SAUV,00089121288122,J LOHR PASO ROBLES SEVEN OAKS CABERNET SAUVIGNON 12/750ML,NEED TO INSPECT
43141,12783,12783,2021-08-10 01:56:16.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
43146,14091,14091,2021-08-10 01:59:07.000000,00723830100091,00723830100091,LAG IPA 2-12-12 BTL,00723830100091,LAGUNITAS INDIA PALE ALE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
43160,37959,37959,2021-08-10 01:24:25.000000,,082000790815,SMIRNOFF ZERO SUGAR INFUSION STRAWBERRY & ROSE 750 ML,00082000790815,SMNF ZERO SB&RS SPECIALTY LIQ 750 ML,NEED TO INSPECT
43164,14998,14998,2021-08-10 01:08:50.000000,00078000029451,00078000029451,C DRY C 10PK 7.5 OZ GINGER,00078000029451,CANADA DRY GINGER ALE SODA 3/10/7.5OZ CANS,NEED TO INSPECT
43217,6679006,143532,2021-08-10 01:07:32.000000,00754527009946,00754527009946,NB VD CPTN DYN C24 12OZ 6P,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
43230,1248,1248,2021-08-10 01:31:39.000000,034100173067,034100173067,MGD FLAT,00034100173067,MILLER GENUINE DRAFT BEER 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
43281,6684,6684,2021-08-10 01:16:35.000000,00087692005063,00087692004905,TT PEACH CAN 12/24,00087692005063,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS REBEL JUICED,NEED TO INSPECT
43291,28849,28849,2021-08-10 01:37:19.000000,00752245141504,752245141504,WEIHEN HEFE   6PK 12.OZ,00752245141504,WEIHENSTEPHANER HEFE-WEISSBIER 4/6/11.2OZ BOTTLE,NEED TO INSPECT
43295,6679006,143532,2021-08-10 01:21:05.000000,00754527010706,00754527010706,NB V VD HOPPY C24 12OZ 12P,00754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
43312,16832,16832,2021-08-10 01:08:57.000000,00087692300519,00087692300502,ADAMS COLD SNP 12 OZ NR 4/6,00087692300502,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS SEASONAL,NEED TO INSPECT
43352,51756,51756,2021-08-10 01:22:59.000000,722160220905,722160220905,SPRING MONTAGE - CASE 2/12/12 BTL,00722160220905,ODELL MONTAGE VARIETY PACK BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
43362,8489,8489,2021-08-10 01:07:44.000000,012000005596,,20OZ PL PEPSI WCHE 1/24,00012000005596,PEPSI WILD CHERRY COLA 24/20OZ PET,NEED TO INSPECT
43363,15506,15506,2021-08-10 01:12:52.000000,798449008113,,COOP HAWK DFT RED BBL RESERVE RED BA,00798449008113,ACE CIDER PINEAPPLE 4/6/12OZ BOTTLE,NEED TO INSPECT
43427,6684074,143164,2021-08-10 01:23:31.000000,786162150004,,20Z PT 12LS_VW XXX,00786162150004,GLACEAU VITAMINWATER XXX 12/20OZ PET,NEED TO INSPECT
43428,524,524,2021-08-10 01:15:12.000000,,857193003901,JP BLANCA FARMHOUSE WITBIER 6/4/16C,00857193003901,JOLLY PUMPKIN ARTISAN ALES CALABAZA BLANCA 16OZ CAN,NEED TO INSPECT
43450,12783,12783,2021-08-10 01:47:55.000000,08068601240,08068601240,BASIL HAYDEN STRAIGHT BOURBON 6/CS  750M,00080686012405,GS25-BASIL HAYDEN 40% 6X0.75L,NEED TO INSPECT
43459,6604,6604,2021-08-10 01:45:54.000000,814891020487,814891020487,OLD NATION BOSS TWEED 6/4C/16OZ,00814891020487,BOSS TWEED DOUBLE IPA OLD NATION,NEED TO INSPECT
43468,3988719,121239,2021-08-10 01:58:57.000000,018200963230,018200069918,ULTRA 24/12 2/12 CN,00018200963230,BUD LIGHT LIME BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
43500,220,220,2021-08-10 01:57:21.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
43602,10059,10059,2021-08-10 01:11:42.000000,00611269122114,00611269101713,SF RED BULL 1/24 8.4OZ CAN,00611269101713,RED BULL - BEVERAGE SUGARFREE 8.4OZ EACH,NEED TO INSPECT
43603,10059,10059,2021-08-10 01:11:42.000000,00611269122114,00611269101713,SF RED BULL 1/24 8.4OZ CAN,00611269122114,RED BULL - BEVERAGE SUGARFREE 8.4OZ TRAY,NEED TO INSPECT
43744,27,27,2021-08-10 01:21:06.000000,00754527010706,00754527010706,NB V VD HOPPY C24 12OZ 12P,00754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
43791,12367,12367,2021-08-10 01:56:32.000000,08858660183,08858660183,CSM CAB 750ML,00088586601835,CHATEAU STE MICHELLE CABERNET SAUVIGNON COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
43826,12365,12365,2021-08-10 01:40:53.000000,033544950401,033544950425,I-COP 12-2/12LNNR CORONA PREMI,00033544950425,CORONA PREMIER 2/12PK 12OZ BOTTLE,NEED TO INSPECT
43827,12365,12365,2021-08-10 01:40:53.000000,033544950401,033544950425,I-COP 12-2/12LNNR CORONA PREMI,00033544950401,CORONA PREMIER BEER 1 CT 12 OZ LONG NECK BOTTLE 12 OZ,NEED TO INSPECT
43859,30260,30260,2021-08-10 01:56:27.000000,852587005080,852587005080,JACK BEARWALK 4/6/12 CAN,00852587005080,BEARWALKER MAPLE BROWN ALE,NEED TO INSPECT
43867,16012,16012,2021-08-10 01:41:44.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
43882,14091,14091,2021-08-10 01:42:14.000000,00635985200246,00635985200253,MIK WHT BL CHE 4-6-12 CAN,00635985200253,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
43960,14998,14998,2021-08-10 01:07:11.000000,00078000053166,00078000053166,A&W C 12PK 2/12ZERO ROOTB,00078000053166,A&W DIET ROOT BEER SODA 24/12OZ CANS,NEED TO INSPECT
44025,6679006,143532,2021-08-10 01:35:44.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
44026,6679006,143532,2021-08-10 01:35:44.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
44046,30260,30260,2021-08-10 01:01:34.000000,00815201020142,00815201020111,TBW SOUTH WIT 4/6/12 BTL,00815201020142,TENNESSEE BREW WORKS TENN 24PK - 12OZ LONGNECK BOTTLES,NEED TO INSPECT
44067,6684,6684,2021-08-10 01:16:45.000000,00087692005063,00087692004905,TT PEACH CAN 12/24,00087692005063,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS REBEL JUICED,NEED TO INSPECT
44103,6684074,143164,2021-08-10 01:20:58.000000,786162070005,,20Z PT 12LS_VW FOC,00786162070005,VITAMIN WATER FOCUS 12/20OZ PET,NEED TO INSPECT
44122,125,125,2021-08-10 01:37:31.000000,00704361990122,00704361990122,GL IRISH ALE 2/12 PK NR,00704361990122,GREAT LAKES SEASONAL BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
44159,6684,6684,2021-08-10 01:20:05.000000,00087692005063,00087692004905,TT PEACH CAN 12/24,00087692005063,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS REBEL JUICED,NEED TO INSPECT
44163,95,95,2021-08-10 01:21:31.000000,00723830014060,00723830014060,LAG L SUMPN C24 12OZ 6P,00723830014060,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
44227,19950,19950,2021-08-10 01:41:41.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
44229,11816,11816,2021-08-10 01:51:46.000000,00635985260479,00635985260448,WC HRD RUBY GF C12 19.2OZ,00635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
44254,17436,17436,2021-08-10 01:54:52.000000,00754527000233,00754527000226,NB FAT TIRE 4/6/12 NR,00754527000233,FAT TIRE AMBER ALE 6PK BTL,NEED TO INSPECT
44307,8152,8152,2021-08-10 01:47:11.000000,,00864451000305,WW RASP BURST 24/12 4/6 CN,00864451000305,WICKED WEED BREWING BURST 6PACK WRAP 12OZ CAN,NEED TO INSPECT
44346,27,27,2021-08-10 01:40:34.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
44400,17126,58412,2021-08-10 01:45:31.000000,083120000075,083120000068,OAK LEAF WH ZIN,00083120000075,FRANZIA ZINFANDEL 5 LTR+,NEED TO INSPECT
44443,14999,14999,2021-08-10 01:16:13.000000,00078000033328,00078000033328,C DRY C 2/12PK BOLD GINGERALE,00078000033328,CANADA DRY BOLD SODA 2/12/12OZ CANS,NEED TO INSPECT
44453,12367,12367,2021-08-10 01:34:13.000000,08600378021,08600378021,MOND CAB BBN BRL AGED PVT SEL,00086003780217,R MNDVI PVT SEL CABERNET SAUV 750 ML,NEED TO INSPECT
44502,14998,14998,2021-08-10 01:30:03.000000,00016571953393,00016571953393,TR ICE P12PACK 17PINK VARIETY,00016571953393,SPARKLING ICE VARIETY PINK PACK 12/17OZ PLASTIC BOTTLES,NEED TO INSPECT
44515,14998,14998,2021-08-10 01:28:25.000000,,00860366001734,MAC & JACK C 4/6 RESOLUTI,00860366001734,RESOLUTION IPA 12 OZ CAN / SIX PACK INDIA PALE ALE,NEED TO INSPECT
44531,14998,14998,2021-08-10 01:02:56.000000,,00860366001734,MAC & JACK C 4/6 RESOLUTI,00860366001734,RESOLUTION IPA 12 OZ CAN / SIX PACK INDIA PALE ALE,NEED TO INSPECT
44554,467,467,2021-08-10 01:10:34.000000,072890000163,072890000163,2/12/12NR HEINEKEN,00072890000163,HEINEKEN BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
44580,12750,12750,2021-08-10 01:14:51.000000,00087692100157,00087692100140,SA LAGER 12 PK BTL,00087692100157,SAMUEL ADAMS TRAY 2X12PK BOTTLES SAMUEL ADAMS BOSTON LAGER,NEED TO INSPECT
44581,12750,12750,2021-08-10 01:14:51.000000,00087692100157,00087692100140,SA LAGER 12 PK BTL,00087692100140,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS BOSTON LAGER,NEED TO INSPECT
44665,6679006,143532,2021-08-10 01:28:52.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
44686,16305,16305,2021-08-10 01:08:11.000000,00736920111334,00736920111327,GI IPA 4/6 LN,00736920111334,GOOSE ISLAND IPA BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
44687,16305,16305,2021-08-10 01:08:11.000000,00736920111334,00736920111327,GI IPA 4/6 LN,00736920111327,GOOSE ISLAND IPA BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
44702,125,125,2021-08-10 01:05:51.000000,00704361123124,00704361123124,GL GOLD PACK VAR 2/12 PK NR,00704361123124,GREAT LAKES VARIETY PACK BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
44752,467,467,2021-08-10 01:09:15.000000,034100989309,034100989309,4/6/12NR REDD'S HARD APPLE BLACK CHERRY,00034100989309,REDDS CRANBERRY ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
44884,963,963,2021-08-10 01:29:59.000000,018200969409,00018200969409,ULTRA DFT 1/2 BBL,00018200969409,STELLA ARTOIS CIDRE CIDER 4 CT 16 OZ CAN,NEED TO INSPECT
44971,467,467,2021-08-10 01:00:17.000000,08200079257,08200079257,2/12/12CN SMIRNOFF SPIKED SELTZER SEASONAL VARIETY,00082000792574,SMIRNOFF SELTZER CHERRY CITRUS & BLUE RASPBERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
44984,7086,7086,2021-08-10 01:22:02.000000,087692006619,786150001493,STELLA ARTOIS LAGER 18/11.2Z NR,00087692006619,ANGRY ORCHARD CARTON 4X6PK MOTHER ANGRY ORCHARD ROSE,NEED TO INSPECT
44986,1247,1247,2021-08-10 01:09:35.000000,00635985257257,00635985060741,MIKE TANGERINE 6PK BT,00635985060741,MIKES HARD SEASONAL MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,NEED TO INSPECT
44987,1247,1247,2021-08-10 01:09:35.000000,00635985257257,00635985060741,MIKE TANGERINE 6PK BT,00635985257257,MIKES HARD SEASONAL MALT BEVERAGE 24 CT 11 OZ GLASS BOTTLE IN BOX 268.8 OZ,NEED TO INSPECT
45008,13540,13540,2021-08-10 01:17:52.000000,022100001572,00086003461925,"750    MOND PRIV SEL 19 CHARDONNAY,",00022100001572,PABST BLUE RIBBON BEER 18 CT 12 OZ CAN IN BOX 216 OZ,NEED TO INSPECT
45136,13540,13540,2021-08-10 01:09:08.000000,071990000486,00081753801809,750    SKYSIDE 18 CHARDONNAY NORTH C,00071990000486,COORS LIGHT BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
45202,6218027,144834,2021-08-10 01:22:53.000000,00611269991246,00611269991000,RB 8.4Z SINGLE,00611269991246,RED BULL - BEVERAGE ENERGY DRINK 8.4OZ TRAY,NEED TO INSPECT
45234,11082,11082,2021-08-10 01:01:29.000000,085246139431,085246139431,MAKERS MARK BOURBON 90 750ML,00085246139431,MMK BBN 750X6 45%  W/FLASK VAP,NEED TO INSPECT
45285,27,27,2021-08-10 01:21:07.000000,00754527010706,00754527010706,NB V VD HOPPY C24 12OZ 12P,00754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
45348,11031,11031,2021-08-10 01:32:57.000000,859086004088,034100573409,LITE 18 PK CANS 18/12,00859086004088,HI-WIRE LAGER MOTHERBOX,NEED TO INSPECT
45360,14091,14091,2021-08-10 01:36:36.000000,00087692752318,00087692752318,TWI 1/2 & 1/2 12-24 CAN,00087692752318,TWISTED TEA CAN 24OZ TWISTED TEA HALF & HALF,NEED TO INSPECT
45366,68061,68061,2021-08-10 01:22:23.000000,00611269283112,00611269283105,RB PEACH 12Z SINGLES,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
45369,6218027,144834,2021-08-10 01:00:08.000000,00611269283112,00611269283105,RB PEACH 12Z SINGLES,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
45372,2332556,17253,2021-08-10 01:35:40.000000,602755006599,060275500659,FW 805 18/12CN,00602755006599,FIRESTONE 805 ALE BEER 18 CT 12 OZ CAN IN BOX 216 OZ,NEED TO INSPECT
45393,16012,16012,2021-08-10 01:07:33.000000,00754527009946,00754527009946,NB VD CPTN DYN C24 12OZ 6P,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
45404,6684,6684,2021-08-10 01:39:17.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
45405,6684,6684,2021-08-10 01:39:17.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
45431,20,20,2021-08-10 01:02:18.000000,00018200961199,00018200189920,PLAT          2/12 NR,00018200189920,BUD LIGHT PLATINUM LAGER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
45432,20,20,2021-08-10 01:02:18.000000,00018200961199,00018200189920,PLAT          2/12 NR,00018200961199,BUD LIGHT PLATINUM LAGER BEER 24 CT 12 OZ LONG NECK BTL IN BOX 288 OZ,NEED TO INSPECT
45453,10000,10000,2021-08-10 01:35:39.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
45454,10000,10000,2021-08-10 01:35:39.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
45498,12367,12367,2021-08-10 01:56:27.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603843,CHATEAU STE MICHELLE CHARDONNAY 12/750ML,NEED TO INSPECT
45499,12367,12367,2021-08-10 01:56:27.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603846,CHATEAU STE MICHELLE CHARDONNAY COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
45571,12783,12783,2021-08-10 01:43:13.000000,85606500204,85606500204,DEEP EDDY VODKA  LT,00856065002042,DE SPIRITS LLC 1L BOTTLE - DEV,NEED TO INSPECT
45572,14091,14091,2021-08-10 01:44:26.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985500056,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
45573,14091,14091,2021-08-10 01:44:26.000000,00635985500056,00635985548904,MIK WHTCLW VP 2-12-12 CAN,00635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
